Date,Media,Tweet,Compound,Positive,Negative,Neutral,Tweets Ago
Thu Jan 04 16:58:03 +0000 2018,@CBSNews,MOMENTS AGO: President Trump meets with six Republican Senators about the administration's immigration reform plan https://t.co/gJbfELefnt,0.0,0.0,0.0,1.0,61
Thu Jan 04 16:52:46 +0000 2018,@CBSNews,WATCH: New York City Mayor Bill de Blasio gives an update on the winter storm https://t.co/oF5fQywNbl https://t.co/AYJTexZtyN,0.0,0.0,0.0,1.0,62
Thu Jan 04 16:50:26 +0000 2018,@CBSNews,🚨 Shoveling snow can put strain on your body and in some cases -- your heart. Learn about ways to stay safe shoveli… https://t.co/EFQrPA1VOu,0.4019,0.116,0.048,0.837,63
Thu Jan 04 16:30:26 +0000 2018,@CBSNews,Hypothermia is an imminent threat as temperatures across the U.S. dip below the teens. Here are the warning signs o… https://t.co/ApGiZdjXzR,-0.7003,0.0,0.234,0.766,64
Thu Jan 04 16:15:02 +0000 2018,@CBSNews,"Refugee admissions into U.S. dropped significantly in 2017, with only 29,022 refugees under the Trump administratio… https://t.co/xZodS30mpD",0.0,0.0,0.0,1.0,65
Thu Jan 04 16:14:19 +0000 2018,@CBSNews,NEW: Republican David Yancey wins Virginia House seat after a tie-breaking name drawing by Virginia State Board of… https://t.co/iaP3uo0qqf,0.5719,0.179,0.0,0.821,66
Thu Jan 04 16:11:11 +0000 2018,@CBSNews,Election officials in Virginia to decide a winner after a stunning tie between Democratic candidate Shelly Simonds… https://t.co/clBfctRwCH,0.7506,0.314,0.0,0.686,67
Thu Jan 04 16:00:03 +0000 2018,@CBSNews,New health insurance rule aims to deliver on Trump promise and would make it easier for groups to sponsor health pl… https://t.co/Gieip85cTo,0.6249,0.203,0.0,0.797,68
Thu Jan 04 15:45:01 +0000 2018,@CBSNews,"Iran appears to have beaten down sudden protests, after a week of unrest that killed at least 21 people… https://t.co/bP78KfXetE",-0.8481,0.0,0.365,0.635,69
Thu Jan 04 15:30:32 +0000 2018,@CBSNews,Temperatures on Mars are actually warmer than some U.S. cities as frigid weather plagues much of the country with d… https://t.co/yGxGzJ7dio,0.296,0.099,0.0,0.901,70
Thu Jan 04 15:15:21 +0000 2018,@CBSNews,Satellite imagery shows the powerful #BombCyclone battering the U.S. East Coast with heavy snow and strong winds… https://t.co/MNbmy4TBAi,0.7269,0.276,0.0,0.724,71
Thu Jan 04 15:00:02 +0000 2018,@CBSNews,"The stock market is closing in on yet another landmark: 25,000 on the Dow Jones industrials index… https://t.co/kRZbtHhG5t",0.0772,0.071,0.0,0.929,72
Thu Jan 04 14:45:01 +0000 2018,@CBSNews,"With ""Time's Up"" to combat sexual harassment, expect a more somber tone at 2018 Golden Globes, with nominees opting… https://t.co/VBVgzEbPMe",-0.8399,0.0,0.36,0.64,73
Thu Jan 04 14:30:02 +0000 2018,@CBSNews,Residents urged to evacuate as blizzard hits coastal Massachusetts town https://t.co/cKRKMPKQMm https://t.co/T285Cf8wFd,0.0,0.0,0.0,1.0,74
Thu Jan 04 14:15:30 +0000 2018,@CBSNews,A rare snow in South Carolina caused serious accidents and numerous cars to slide off the road ❄️ https://t.co/MFN5iCXFV2,-0.3818,0.0,0.184,0.816,75
Thu Jan 04 14:11:33 +0000 2018,@CBSNews,RT @CBSThisMorning: WATCH: What creates a #BombCyclone? @LonnieQuinnTV explains. https://t.co/B6n5KorJgX,0.2732,0.208,0.0,0.792,76
Thu Jan 04 14:10:50 +0000 2018,@CBSNews,"Earthquake rocks San Francisco Bay Area, which USGS initially registered as a 4.7 magnitude quake, and eventually d… https://t.co/rIRYFkcJPV",0.0,0.0,0.0,1.0,77
Thu Jan 04 14:00:06 +0000 2018,@CBSNews,"Attorney General Jeff Sessions to end policy that let legal pot flourish without federal intervention, according to… https://t.co/tvVCU47kzQ",0.128,0.081,0.0,0.919,78
Thu Jan 04 13:51:52 +0000 2018,@CBSNews,Massachusetts State Police trooper hangs from helicopter to rescue man from icy Merrimack River… https://t.co/VHj7PphzYV,0.5106,0.191,0.0,0.809,79
Thu Jan 04 13:50:43 +0000 2018,@CBSNews,"More than 20% say they’ve been bullied in middle school or high school, and a lot of bullying happens at lunch.… https://t.co/VH9YJ1biR8",-0.8402,0.0,0.296,0.704,80
Mon Jan 01 18:40:01 +0000 2018,@CBSNews,"A 16-year-old New Jersey boy armed with a semi-automatic rifle shot and killed his parents, sister and a family fri… https://t.co/1xCmYbhCnE",-0.6705,0.0,0.209,0.791,81
Mon Jan 01 18:20:01 +0000 2018,@CBSNews,Costa Rican investigators are working to determine what caused a charter aircraft carrying 10 U.S. citizens and 2 l… https://t.co/xN6iEIlF37,0.0,0.0,0.0,1.0,82
Mon Jan 01 18:00:02 +0000 2018,@CBSNews,Chicago police say there was less gun violence in the city in 2017 compared to the year before:… https://t.co/kJGlffhhiB,-0.7121,0.0,0.259,0.741,83
Mon Jan 01 17:40:01 +0000 2018,@CBSNews,"Mattel launches a new ""American Girl"" doll who is an aspiring astronaut: https://t.co/7fs6Sdpzys https://t.co/E8gqVuIUm6",0.0,0.0,0.0,1.0,84
Mon Jan 01 17:20:01 +0000 2018,@CBSNews,Can 2018 possibly match Wall Street's perfect 2017 https://t.co/daKS5eLLik https://t.co/Ghob9vWx3B,0.5719,0.291,0.0,0.709,85
Mon Jan 01 17:00:25 +0000 2018,@CBSNews,Hundreds of sanitation workers were hard at work cleaning up confetti in New York City's Times Square shortly after… https://t.co/Gs75jsZuR6,-0.1027,0.0,0.069,0.931,86
Mon Jan 01 16:40:01 +0000 2018,@CBSNews,4 people are being treated at an Alabama hospital after being wounded in a shooting at a New Year's Eve party:… https://t.co/Ql7HN8hKsn,0.0,0.0,0.0,1.0,87
Mon Jan 01 16:20:01 +0000 2018,@CBSNews,"A 2nd suspect has been arrested in the Christmas Eve slaying of a man in Joplin, Missouri: https://t.co/A9s3GG2Afm https://t.co/UwEYYR1zTF",-0.6486,0.0,0.261,0.739,88
Mon Jan 01 16:02:57 +0000 2018,@CBSNews,RT @krisvancleave: .@NTSB tells @CBSNews “We are gathering information” about the Costa Rica plane crash that killed 10 Americans,-0.802,0.0,0.298,0.702,89
Mon Jan 01 16:00:02 +0000 2018,@CBSNews,"From credit card debt to investments, here are some tips for making New Year's resolutions for your budget:… https://t.co/3JrviSxPOg",0.0258,0.118,0.113,0.769,90
Mon Jan 01 15:40:01 +0000 2018,@CBSNews,The biggest full moon 🌕 of 2018 is rising on New Year's Day -- here's how you can catch sight of it:… https://t.co/SmEGdRNtdJ,0.0,0.0,0.0,1.0,91
Mon Jan 01 15:26:01 +0000 2018,@CBSNews,"Detroit Lions fire coach Jim Caldwell and Chicago Bears fire John Fox:
https://t.co/9KCzAyDaRn https://t.co/fb2PO0iBP6",-0.5859,0.0,0.286,0.714,92
Mon Jan 01 15:04:01 +0000 2018,@CBSNews,A small bird found inside the flight deck prompted a Delta plane to turn around shortly after takeoff:… https://t.co/dZT9jfefYX,0.0,0.0,0.0,1.0,93
Mon Jan 01 14:49:10 +0000 2018,@CBSNews,"RT @CBSThisMorning: ➡️Four top college football teams will be competing in the playoff games
➡️The Rose Parade kicked off this morning
➡️1/…",0.2023,0.079,0.0,0.921,94
Mon Jan 01 14:40:00 +0000 2018,@CBSNews,"President Trump bid farewell to 2017 with a lavish party at his private club, before kicking off 2018 with angry tw… https://t.co/h2ny1lTEEH",-0.1531,0.108,0.132,0.76,95
Mon Jan 01 14:20:01 +0000 2018,@CBSNews,Supreme Court Chief Justice John Roberts says courts will take a closer look at sexual harassment:… https://t.co/RZfCsKH6W4,0.7906,0.333,0.0,0.667,96
Mon Jan 01 14:14:37 +0000 2018,@CBSNews,"UPDATE: A 16-year-old is in custody after his parents, sister and a family friend were found shot to death in a New… https://t.co/PSzVzQoTfm",-0.1779,0.127,0.155,0.717,97
Mon Jan 01 14:00:01 +0000 2018,@CBSNews,5 people visiting from the U.S. among 10 people killed in a fiery car crash on a coastal highway in southern Mexico… https://t.co/K58fKV4gbh,-0.8625,0.0,0.361,0.639,98
Mon Jan 01 13:40:01 +0000 2018,@CBSNews,Authorities are investigating the deaths of four people in New Jersey: https://t.co/ekcrtYHHL6 https://t.co/C1jzE3tPP9,0.0,0.0,0.0,1.0,99
Mon Jan 01 13:34:01 +0000 2018,@CBSNews,There's no mystery about what goes into Jack Daniel's whiskey. The popular drink has been around for 151 years and… https://t.co/5vYHtHT4ds,0.1531,0.117,0.092,0.792,100
Sun Jan 14 00:19:12 +0000 2018,@CNNbrk,"RT @CNNPolitics: Rep. Trey Gowdy steps down from the House Ethics Committee, citing ""workload""  https://t.co/eUCg2zufK8 https://t.co/1HEgom…",0.0,0.0,0.0,1.0,1
Sat Jan 13 23:05:45 +0000 2018,@CNNbrk,Facebook COO Sheryl Sandberg and Twitter CEO Jack Dorsey are leaving Disney's board of directors over potential con… https://t.co/lkLWeXQ70c,0.0,0.0,0.0,1.0,2
Sat Jan 13 22:11:39 +0000 2018,@CNNbrk,Actor Mark Wahlberg is donating $1.5M to the Time's Up fund in co-star Michelle Williams' name after criticism over… https://t.co/imoAmpjaHw,-0.4404,0.0,0.132,0.868,3
Sat Jan 13 21:23:35 +0000 2018,@CNNbrk,"Chelsea Manning, the ex-Army intelligence analyst convicted of leaking 750,000 pages of sensitive government docume… https://t.co/DuRCYlOtoc",0.4767,0.171,0.0,0.829,4
Sat Jan 13 20:14:21 +0000 2018,@CNNbrk,"A false alarm about a missile threatening Hawaii was a mistake made when ""an employee pushed the wrong button,"" Haw… https://t.co/w1K90VkYvD",-0.8834,0.0,0.447,0.553,5
Sat Jan 13 19:49:08 +0000 2018,@CNNbrk,"The California man accused of initiating a ""swatting"" incident that ended in a Kansas man's death has been charged… https://t.co/xkVJIbgT6Y",-0.7269,0.0,0.276,0.724,6
Sat Jan 13 18:50:39 +0000 2018,@CNNbrk,"An emergency alert notification sent out on Saturday claiming a ""ballistic missile threat inbound to Hawaii"" was a… https://t.co/9Cgq64zABf",-0.5859,0.095,0.259,0.647,7
Sat Jan 13 18:19:52 +0000 2018,@CNNbrk,"A cold front swept across the Eastern US, bringing winter storm warnings and bitter cold to millions of people… https://t.co/U2EwYCPT9h",-0.6124,0.0,0.227,0.773,8
Sat Jan 13 18:03:01 +0000 2018,@CNNbrk,"Legendary sportscaster Keith Jackson, whose rich voice endeared him to generations of college football fans, has di… https://t.co/iqjfkZVQYJ",0.5574,0.175,0.0,0.825,9
Sat Jan 13 17:32:49 +0000 2018,@CNNbrk,"RT @CNNPolitics: Anti-abortion activist Teresa Manning resigns from Health and Human Services Department post, a spokesman tells CNN https:…",-0.3182,0.0,0.119,0.881,10
Sat Jan 13 16:37:03 +0000 2018,@CNNbrk,Trump takes to Twitter to blame Democrats for stalled immigration negotiations days after his vulgar remark about A… https://t.co/thbL43JgSu,-0.4939,0.0,0.198,0.802,11
Sat Jan 13 05:08:25 +0000 2018,@CNNbrk,A federal judge has ordered hundreds of pages of documents unsealed in connection with the investigation of the Las… https://t.co/H4Pr60OSno,0.0,0.0,0.0,1.0,12
Sat Jan 13 02:05:14 +0000 2018,@CNNbrk,"RT @CNNMoney: Donald Trump in 2013 asked James O'Keefe, the controversial conservative filmmaker, if he could ""get inside"" Columbia Univers…",-0.2023,0.0,0.087,0.913,13
Sat Jan 13 01:52:20 +0000 2018,@CNNbrk,"President ""in excellent health,"" White House doctor says after Trump's first known medical checkup since taking off… https://t.co/JcdhaXic5I",0.5719,0.179,0.0,0.821,14
Sat Jan 13 01:03:26 +0000 2018,@CNNbrk,Kentucky becomes the first state to require many of its Medicaid recipients to work. https://t.co/IG9bit3EJZ https://t.co/RD8le0twcB,0.0,0.0,0.0,1.0,15
Sat Jan 13 00:13:06 +0000 2018,@CNNbrk,"President Trump’s longtime attorney denies that Trump had a sexual encounter with a porn star in 2006, following a… https://t.co/ZtE2Aearub",-0.4215,0.0,0.141,0.859,16
Fri Jan 12 21:22:24 +0000 2018,@CNNbrk,"More than 60,000 cases of the flu reported in the US this season, the CDC says, overwhelming ERs and leaving 20 chi… https://t.co/LIRPIPkSLE",-0.3818,0.0,0.106,0.894,17
Fri Jan 12 18:53:34 +0000 2018,@CNNbrk,Trump agrees to issue a waiver on key Iran sanctions but warns this is the last time he'll hold off on upending the… https://t.co/pN0CYT4wUE,-0.0516,0.058,0.067,0.875,18
Fri Jan 12 17:03:32 +0000 2018,@CNNbrk,"Trump signs MLK proclamation and ignores shouted questions: ""Mr. President, are you a racist?""… https://t.co/EvjsILJ9Ye",-0.2732,0.0,0.139,0.861,19
Fri Jan 12 15:13:46 +0000 2018,@CNNbrk,"A White House official says President Trump took a ""victory lap"" last night after his ""shithole"" remark, phoning ai… https://t.co/GaJ22eJCkM",0.0,0.0,0.0,1.0,20
Wed Dec 13 08:12:57 +0000 2017,@CNNbrk,RT @CNNMoney: Opening a high profile AI research center in China is the latest move in Google's charm offensive. https://t.co/q56WOTmPP8,-0.0772,0.119,0.132,0.749,21
Wed Dec 13 05:39:52 +0000 2017,@CNNbrk,RT @CNNPolitics: Former NBA player and Alabama native Charles Barkley on Doug Jones’ projected win: “This is a wake-up call for Democrats”…,0.5859,0.16,0.0,0.84,22
Wed Dec 13 04:42:37 +0000 2017,@CNNbrk,"Alabama Secretary of State John Merrill: “The people of Alabama have spoken tonight, they have made their voice hea… https://t.co/KW9QVjOySo",0.0,0.0,0.0,1.0,23
Wed Dec 13 04:39:45 +0000 2017,@CNNbrk,"Roy Moore refuses to concede: “When the vote is this close, it is not over” https://t.co/BOXSrjZR9d https://t.co/YbLoUSbUqb",0.0,0.0,0.0,1.0,24
Wed Dec 13 04:21:20 +0000 2017,@CNNbrk,Former NBA player and Alabama native Charles Barkley says Doug Jones’ victory is a referendum on the state: “We rea… https://t.co/PT90k13bsB,0.0,0.0,0.0,1.0,25
Wed Dec 13 04:15:58 +0000 2017,@CNNbrk,Sen.-elect Doug Jones: “This entire race has been about dignity and respect. This campaign has been about the rule… https://t.co/CVx09YrrP5,0.7003,0.244,0.0,0.756,26
Wed Dec 13 04:08:46 +0000 2017,@CNNbrk,"Sen.-elect Doug Jones: “We have been at crossroads in the past, and unfortunately we have usually taken the wrong f… https://t.co/Xh1iea1B8o",-0.6705,0.0,0.224,0.776,27
Wed Dec 13 04:07:14 +0000 2017,@CNNbrk,Sen.-elect Doug Jones: “I have always believed that the people of Alabama had more in common than to divide us” https://t.co/dyrnMsBYma,0.0,0.0,0.0,1.0,28
Wed Dec 13 04:01:30 +0000 2017,@CNNbrk,"Alabama Democratic Sen.-elect Doug Jones thanks supporters: “I think that I have been waiting all my life, and now… https://t.co/2gujNe8dMH",0.7003,0.254,0.0,0.746,29
Wed Dec 13 03:42:31 +0000 2017,@CNNbrk,"What you need to know about Doug Jones, the Democrat who just won a US Senate seat in deep-red Alabama https://t.co/AuZwdz6vzi",0.5719,0.163,0.0,0.837,30
Wed Dec 13 03:32:08 +0000 2017,@CNNbrk,"Democrat Doug Jones will win the Senate special election in Alabama, CNN projects, in a defeat for Republican Roy M… https://t.co/sZmPZTfC5J",0.5423,0.245,0.113,0.642,31
Wed Dec 13 03:29:24 +0000 2017,@CNNbrk,"BREAKING: Democrat Doug Jones will win the Senate special election in Alabama, CNN projects https://t.co/tjWsCos6zS https://t.co/Mx5S4nCk9t",0.7579,0.317,0.0,0.683,32
Wed Dec 13 03:19:52 +0000 2017,@CNNbrk,"The chief election official for Jefferson County, which includes Birmingham, tells CNN that Democrat Doug Jones cur… https://t.co/s6X7sotiJk",0.0,0.0,0.0,1.0,33
Wed Dec 13 02:47:06 +0000 2017,@CNNbrk,59% of the votes are counted in the Alabama Senate race. Follow along for updated results https://t.co/92Hum1jN0p https://t.co/ZfPuHBiEgp,0.0,0.0,0.0,1.0,34
Wed Dec 13 02:35:25 +0000 2017,@CNNbrk,The Senate election between Democrat Doug Jones and Republican Roy Moore in Alabama is a cliffhanger… https://t.co/TnimO3RQpe,0.0,0.0,0.0,1.0,35
Wed Dec 13 02:29:31 +0000 2017,@CNNbrk,39% of the votes are in for Alabama’s Senate race. Track the county-by-county results https://t.co/92Hum1jN0p https://t.co/XuUFKfcYhQ,0.0,0.0,0.0,1.0,36
Wed Dec 13 02:22:05 +0000 2017,@CNNbrk,Where Senate candidates Roy Moore and Doug Jones stand on key issues https://t.co/7WRFegaUef https://t.co/kUbXVZUvfH,0.0,0.0,0.0,1.0,37
Wed Dec 13 02:10:20 +0000 2017,@CNNbrk,"With 12% of the vote in, Republican Roy Moore is leading Democrat Doug Jones 50.6% to 48.1% as Alabama continues to… https://t.co/d3Bktjipaf",0.0,0.0,0.0,1.0,38
Wed Dec 13 02:00:09 +0000 2017,@CNNbrk,5 things to watch in the Alabama Senate election https://t.co/CQfJcVz1J6 https://t.co/ssV6ldD7Up,0.0,0.0,0.0,1.0,39
Wed Dec 13 01:28:26 +0000 2017,@CNNbrk,1% of the votes are in for Alabama’s Senate race. Track the county-by-county results https://t.co/92Hum1jN0p https://t.co/JabVZuIJAV,0.0,0.0,0.0,1.0,40
Fri Nov 17 07:01:45 +0000 2017,@CNNbrk,"Zimbabwean President Robert Mugabe appears to be resisting efforts to force him to stand aside, two days after a mi… https://t.co/1M9Vby3g9e",0.0,0.0,0.0,1.0,41
Fri Nov 17 06:59:45 +0000 2017,@CNNbrk,"RT @cnntech: Tesla's semi, with an empty trailer, will be able to accelerate to 60 miles per hour in just five seconds. https://t.co/r5KEjS…",-0.2023,0.0,0.076,0.924,42
Fri Nov 17 04:25:07 +0000 2017,@CNNbrk,RT @CNNPolitics: The Senate Finance Committee approves the $1.5 trillion Republican tax overhaul proposal late Thursday night on a party li…,0.6597,0.231,0.0,0.769,43
Fri Nov 17 01:09:12 +0000 2017,@CNNbrk,"Homeland Security's head of faith-based and neighborhood partnerships, the Rev. Jamie Johnson, has resigned over pa… https://t.co/zkayM9H2rR",-0.25,0.0,0.111,0.889,44
Fri Nov 17 00:20:09 +0000 2017,@CNNbrk,"José Altuve hit .346, helped lead the Houston Astros to a World Series title and was just named AL MVP.… https://t.co/9YRoyq5Jcf",0.0,0.0,0.0,1.0,45
Thu Nov 16 23:40:36 +0000 2017,@CNNbrk,"Giancarlo Stanton named National League MVP, capping a 59-home run season for the Miami Marlins.… https://t.co/TPARbUOnP3",0.0,0.0,0.0,1.0,46
Thu Nov 16 22:31:43 +0000 2017,@CNNbrk,"210,000 gallons of oil have leaked from the Keystone Pipeline in South Dakota, according to TransCanada, the pipeli… https://t.co/YyOzRrVlaL",-0.3182,0.0,0.113,0.887,47
Thu Nov 16 20:43:49 +0000 2017,@CNNbrk,First on CNN: A Michigan woman alleges former President George H.W. Bush touched her inappropriately while he was i… https://t.co/0mDqOlrRtZ,0.0,0.0,0.0,1.0,48
Thu Nov 16 19:23:25 +0000 2017,@CNNbrk,"House passes major tax reform legislation along party lines, advancing a key agenda item for President Trump.… https://t.co/TlaR5jt1ko",0.4019,0.144,0.0,0.856,49
Thu Nov 16 19:04:02 +0000 2017,@CNNbrk,RT @CNN: JUST IN: House Republicans have passed major tax reform legislation. The measure's prospects in the Senate are unclear. https://t.…,0.0516,0.095,0.086,0.819,50
Thu Nov 16 18:16:59 +0000 2017,@CNNbrk,NJ Democratic Sen. Bob Menendez's federal corruption trial ends in a mistrial after jurors say they are hopelessly… https://t.co/bTJupSVeVl,0.0,0.0,0.0,1.0,51
Thu Nov 16 17:19:42 +0000 2017,@CNNbrk,"Rapper Lil Peep, an emerging voice on the hip-hop scene and a YouTube star, dies at age 21 https://t.co/0oJrap28TQ https://t.co/1o1N9V9m2s",0.0,0.0,0.0,1.0,52
Thu Nov 16 17:11:38 +0000 2017,@CNNbrk,Jury in New Jersey Democratic Sen. Bob Menendez's corruption trial says it cannot reach a verdict on any charges… https://t.co/MUb5Tkysir,-0.1326,0.0,0.129,0.871,53
Thu Nov 16 16:28:07 +0000 2017,@CNNbrk,RT @CNNPolitics: A woman accuses Sen. Al Franken of groping her and kissing her without her consent in 2006 https://t.co/4nmqI9UPi5 https:/…,0.1615,0.149,0.164,0.686,54
Thu Nov 16 15:50:10 +0000 2017,@CNNbrk,London's Old Vic theater says it has uncovered 20 allegations of inappropriate behavior by Kevin Spacey… https://t.co/Txx9kuFtQE,0.0,0.0,0.0,1.0,55
Thu Nov 16 14:37:15 +0000 2017,@CNNbrk,"RT @CNNMoney: Dow pops 145 points, bouncing back from recent slump. Walmart soars 6% after revealing booming online sales. https://t.co/A9O…",0.0,0.0,0.0,1.0,56
Thu Nov 16 13:21:33 +0000 2017,@CNNbrk,"Flash flooding around the Greek capital of Athens kills at least 16 people, interior ministry says… https://t.co/1ZOZ8Vk2Gp",-0.5423,0.0,0.179,0.821,57
Thu Nov 16 10:39:02 +0000 2017,@CNNbrk,"Opposition leader Morgan Tsvangirai, who had been receiving cancer treatment abroad, returned to Harare after the m… https://t.co/vO5JN0BfNC",-0.6597,0.0,0.206,0.794,58
Thu Nov 16 05:20:21 +0000 2017,@CNNbrk,Chinese envoy heads to North Korea for rare talks https://t.co/XyBd3hoADW,0.0,0.0,0.0,1.0,59
Thu Nov 16 04:30:12 +0000 2017,@CNNbrk,"RT @CNNPolitics: As judiciary nominees come quick, Democrats cry foul https://t.co/A7CVn0xMY4 https://t.co/6tntHhTatz",-0.4767,0.0,0.22,0.78,60
Wed Oct 18 04:27:09 +0000 2017,@CNNbrk,"RT @CNNPolitics: Congresswoman says Trump told the widow of a US serviceman killed in Niger that ""he knew what he signed up for"" https://t.…",-0.6705,0.0,0.17,0.83,61
Wed Oct 18 02:28:20 +0000 2017,@CNNbrk,"Two US sailors at a naval base in Georgia have died of apparent drug overdoses in the last week, Navy says… https://t.co/pPedSG3m8N",-0.5574,0.0,0.153,0.847,62
Wed Oct 18 00:47:28 +0000 2017,@CNNbrk,2 officers fired and 2 others suspended for the forcible removal of a United Airlines passenger from an April fligh… https://t.co/YZVWOyZKCS,-0.5994,0.114,0.273,0.612,63
Tue Oct 17 21:07:48 +0000 2017,@CNNbrk,Amazon Studios head Roy Price has resigned five days after he was suspended for allegations of sexual harassment… https://t.co/kfTYyEw3Cw,-0.5267,0.075,0.224,0.702,64
Tue Oct 17 20:15:36 +0000 2017,@CNNbrk,"US investigators believe that a company owned by Putin’s ""chef"" financed a “troll factory” that spread fake news.… https://t.co/J3i5lJGl2k",-0.4767,0.0,0.162,0.838,65
Tue Oct 17 19:51:41 +0000 2017,@CNNbrk,Grand jury indicts white University of Maryland student on hate crime charge in black Army lieutenant's death… https://t.co/0Sd0fCsFxE,-0.6369,0.119,0.286,0.595,66
Tue Oct 17 19:04:58 +0000 2017,@CNNbrk,Federal judge in Hawaii blocks President Trump's revised travel ban a day before it was to take effect.… https://t.co/eEkziZWA1w,-0.6705,0.0,0.256,0.744,67
Tue Oct 17 19:01:25 +0000 2017,@CNNbrk,"Intelligence panel subpoenas ex-Trump foreign adviser Carter Page, source says. Page has said he'll plead the Fifth. https://t.co/MpAZZNX3VJ",0.4767,0.154,0.0,0.846,68
Tue Oct 17 18:52:39 +0000 2017,@CNNbrk,Bipartisan Senate plan would temporarily restore key Obamacare subsidies. Trump offers support.… https://t.co/WxGJCRsoxj,0.296,0.155,0.0,0.845,69
Tue Oct 17 18:33:03 +0000 2017,@CNNbrk,RT @CNNPolitics: President Trump says he supports a bipartisan health deal reached by Sens. Lamar Alexander and Patty Murray https://t.co/H…,0.4404,0.187,0.0,0.813,70
Tue Oct 17 18:07:19 +0000 2017,@CNNbrk,"RT @CNNPolitics: President Trump on Obamacare: ""As far as I'm concerned, it really is dead"" https://t.co/fGO2PE2Bvr",-0.6786,0.0,0.234,0.766,71
Tue Oct 17 17:54:27 +0000 2017,@CNNbrk,RT @CNNPolitics: President Donald Trump touts the US stock market's success during a news conference with the Greek Prime Minister https://…,0.5574,0.162,0.048,0.789,72
Tue Oct 17 17:49:59 +0000 2017,@CNNbrk,"President Trump holds a news conference with Greek prime minister who once warned of his ""evil."" Watch live:… https://t.co/TUnfGmyyhv",-0.2732,0.0,0.11,0.89,73
Tue Oct 17 17:10:54 +0000 2017,@CNNbrk,US launches an investigation into deadly Niger ambush and the confusion that followed https://t.co/wQa0HbZu1b https://t.co/rtmCrVakcT,-0.296,0.0,0.136,0.864,74
Tue Oct 17 15:52:38 +0000 2017,@CNNbrk,RT @CNNPolitics: President Trump: Ask chief of staff John Kelly whether President Obama called after his son was killed in action https://t…,-0.6705,0.0,0.176,0.824,75
Tue Oct 17 15:19:44 +0000 2017,@CNNbrk,"Dow crosses 23,000 for the first time in its 121-year history. It's up more than 4,600 points since election… https://t.co/4LGcGADzPi",0.0,0.0,0.0,1.0,76
Tue Oct 17 15:06:08 +0000 2017,@CNNbrk,President Trump's net worth drops $600 million on Forbes' list of richest Americans. He fell 92 spots… https://t.co/PUSZH4RWmt,0.6486,0.249,0.0,0.751,77
Tue Oct 17 13:13:58 +0000 2017,@CNNbrk,Rep. Tom Marino withdraws from consideration to be drug czar after report on role in bill easing opioid distributio… https://t.co/4QFKdKSys5,0.25,0.095,0.0,0.905,78
Tue Oct 17 12:51:14 +0000 2017,@CNNbrk,"At least 33 killed in dual car bombings at a police headquarters in eastern Afghanistan, a health official says… https://t.co/T97Jeg6v0I",-0.6705,0.0,0.209,0.791,79
Tue Oct 17 12:19:58 +0000 2017,@CNNbrk,"RT @CNNPolitics: JUST IN: US-backed forces say ""major military operations"" have ended in Raqqa as ISIS loses its grip there https://t.co/Um…",-0.3182,0.0,0.103,0.897,80
Fri Sep 22 20:54:12 +0000 2017,@CNNbrk,National Weather Service tells people to escape danger from failing dam 2 days after Hurricane Maria hit Puerto Rico https://t.co/Xu4gxOI0Si,-0.7184,0.07,0.275,0.656,81
Fri Sep 22 20:02:45 +0000 2017,@CNNbrk,"RT @CNNMoney: Stocks finish the week flat, but Dow remains near a record high. Defense stocks pop on North Korea tension. https://t.co/A9Ol…",-0.296,0.074,0.124,0.802,82
Fri Sep 22 18:06:20 +0000 2017,@CNNbrk,RT @CNNPolitics: BREAKING: Sen. John McCain says he will not vote for the latest version of Republican health care legislation https://t.co…,0.4939,0.138,0.0,0.862,83
Fri Sep 22 17:49:04 +0000 2017,@CNNbrk,"NASA probe zipped by Earth today, using our planet's gravity to help it pick up speed to go explore an asteroid… https://t.co/iVMJR5M4VC",0.4019,0.114,0.0,0.886,84
Fri Sep 22 17:36:29 +0000 2017,@CNNbrk,"RT @CNNPolitics: 54% say Russia-backed content on social media did affect the 2016 election, according to a new CNN poll https://t.co/MKYCI…",0.0,0.0,0.0,1.0,85
Fri Sep 22 13:45:51 +0000 2017,@CNNbrk,RT @CNNMoney: Wall Street starts the day mostly flat. Sprint pops 4% on revived hopes of a T-Mobile deal. https://t.co/A9OlUXl3FI,0.4215,0.135,0.0,0.865,86
Fri Sep 22 11:32:09 +0000 2017,@CNNbrk,"Trump tweets that North Korean leader Kim Jong Un is ""obviously a madman"" who will be ""tested like never before""… https://t.co/xHqyX3QSU8",0.3612,0.116,0.0,0.884,87
Fri Sep 22 10:24:18 +0000 2017,@CNNbrk,"Iran unveils new long-range ballistic missile, a semi-official news agency reports https://t.co/jbJidTSSJP",0.0,0.0,0.0,1.0,88
Fri Sep 22 10:19:25 +0000 2017,@CNNbrk,RT @cnntech: London says it won't renew @Uber's license https://t.co/crkHwwwapm https://t.co/CJBHviCpbu,0.0,0.0,0.0,1.0,89
Fri Sep 22 09:33:22 +0000 2017,@CNNbrk,"RT @cnni: London police chief: Bomb on tube last week ""packed with shrapnel"" and could have wreaked devastation https://t.co/mK33xNxXEP htt…",-0.7184,0.0,0.25,0.75,90
